iter	Passed	Remaining
592	1414	970
593	1416	968
594	1419	966
595	1421	963
596	1423	960
597	1425	958
598	1427	955
599	1429	952
600	1431	950
601	1434	948
602	1437	946
603	1439	944
604	1442	941
605	1444	939
606	1446	936
607	1448	934
608	1451	931
609	1453	929
610	1455	926
611	1457	924
612	1459	921
613	1461	918
614	1464	916
615	1466	914
616	1468	911
617	1470	908
618	1472	906
619	1474	903
620	1476	901
621	1478	898
622	1481	896
623	1483	893
624	1485	891
625	1487	888
626	1489	886
627	1491	883
628	1493	880
629	1495	878
630	1497	875
631	1499	873
632	1501	870
633	1504	868
634	1506	865
635	1508	863
636	1510	860
637	1512	858
638	1514	855
639	1516	853
640	1518	850
641	1520	848
642	1523	845
643	1525	843
644	1527	840
645	1530	838
646	1533	836
647	1535	834
648	1537	831
649	1540	829
650	1542	826
651	1544	824
652	1546	822
653	1548	819
654	1550	816
655	1552	814
656	1554	811
657	1556	809
658	1559	806
659	1561	804
660	1563	801
661	1565	799
662	1567	796
663	1569	794
664	1571	791
665	1574	789
666	1576	786
667	1578	784
668	1580	781
669	1582	779
670	1584	776
671	1586	774
672	1588	771
673	1592	770
674	1594	767
675	1596	765
676	1598	762
677	1601	760
678	1603	758
679	1606	756
680	1608	753
681	1611	751
682	1613	748
683	1615	746
684	1617	743
685	1620	741
686	1623	739
687	1625	737
688	1627	734
689	1629	732
690	1631	729
691	1633	727
692	1635	724
693	1638	722
694	1641	720
695	1644	718
696	1646	715
697	1648	713
698	1651	711
699	1653	708
700	1655	706
701	1657	703
702	1659	701
703	1661	698
704	1663	696
705	1665	693
706	1669	691
707	1671	689
708	1673	686
709	1675	684
710	1678	682
711	1680	679
712	1682	677
713	1684	674
714	1686	672
715	1689	669
716	1691	667
717	1693	664
718	1695	662
719	1697	660
720	1699	657
721	1701	655
722	1703	652
723	1706	650
724	1708	647
725	1710	645
726	1712	642
727	1714	640
728	1716	638
729	1718	635
730	1720	633
731	1722	630
732	1724	628
733	1726	625
734	1728	623
735	1732	621
736	1736	619
737	1738	617
738	1740	614
739	1743	612
740	1745	609
741	1747	607
742	1749	605
743	1751	602
744	1753	600
745	1755	597
746	1757	595
747	1759	592
748	1761	590
749	1764	588
750	1766	585
751	1768	583
752	1770	580
753	1772	578
754	1774	575
755	1777	573
756	1779	571
757	1781	568
758	1783	566
759	1786	564
760	1788	561
761	1790	559
762	1792	556
763	1795	554
764	1797	552
765	1799	549
766	1801	547
767	1803	544
768	1805	542
769	1807	539
770	1809	537
771	1812	535
772	1814	532
773	1816	530
774	1818	527
775	1820	525
776	1822	523
777	1825	520
778	1827	518
779	1829	516
780	1831	513
781	1833	511
782	1835	508
783	1837	506
784	1840	504
785	1843	501
786	1845	499
787	1848	497
788	1850	494
789	1853	492
790	1855	490
791	1857	487
792	1859	485
793	1862	483
794	1864	480
795	1866	478
796	1868	475
797	1870	473
798	1872	471
799	1874	468
800	1877	466
801	1879	463
802	1881	461
803	1883	459
804	1885	456
805	1887	454
806	1889	451
807	1891	449
808	1893	447
809	1895	444
810	1897	442
811	1899	439
812	1901	437
813	1904	435
814	1906	432
815	1909	430
816	1911	428
817	1913	425
818	1915	423
819	1917	420
820	1919	418
821	1922	416
822	1924	413
823	1926	411
824	1928	409
825	1931	406
826	1933	404
827	1935	402
828	1937	399
829	1940	397
830	1942	395
831	1944	392
832	1947	390
833	1949	387
834	1951	385
835	1954	383
836	1956	380
837	1958	378
838	1960	376
839	1962	373
840	1964	371
841	1966	368
842	1968	366
843	1970	364
844	1972	361
845	1975	359
846	1977	357
847	1979	354
848	1981	352
849	1983	350
850	1985	347
851	1987	345
852	1989	342
853	1991	340
854	1994	338
855	1996	335
856	1998	333
857	2001	331
858	2003	328
859	2004	326
860	2007	324
861	2009	321
862	2011	319
863	2013	316
864	2016	314
865	2018	312
866	2020	309
867	2022	307
868	2024	305
869	2026	302
870	2028	300
871	2031	298
872	2033	295
873	2035	293
874	2037	291
875	2039	288
876	2041	286
877	2043	284
878	2046	281
879	2048	279
880	2051	277
881	2054	274
882	2056	272
883	2059	270
884	2061	267
885	2064	265
886	2066	263
887	2068	260
888	2070	258
889	2073	256
890	2075	253
891	2077	251
892	2080	249
893	2082	246
894	2084	244
895	2086	242
896	2089	239
897	2092	237
898	2095	235
899	2098	233
900	2100	230
901	2103	228
902	2106	226
903	2108	223
904	2112	221
905	2114	219
906	2117	217
907	2120	214
908	2123	212
909	2127	210
910	2130	208
911	2132	205
912	2135	203
913	2137	201
914	2141	198
915	2144	196
916	2147	194
917	2151	192
918	2154	189
919	2157	187
920	2160	185
921	2163	183
922	2166	180
923	2168	178
924	2172	176
925	2175	173
926	2177	171
927	2180	169
928	2183	166
929	2186	164
930	2190	162
931	2193	160
932	2196	157
933	2199	155
934	2202	153
935	2206	150
936	2209	148
937	2212	146
938	2215	143
939	2217	141
940	2221	139
941	2223	136
942	2227	134
943	2231	132
944	2234	130
945	2237	127
946	2240	125
947	2243	123
948	2245	120
949	2247	118
950	2251	116
951	2254	113
952	2257	111
953	2260	108
954	2262	106
955	2264	104
956	2267	101
957	2269	99
958	2271	97
959	2274	94
960	2276	92
961	2278	89
962	2280	87
963	2283	85
964	2285	82
965	2287	80
966	2289	78
967	2291	75
968	2293	73
969	2295	70
970	2298	68
971	2300	66
972	2302	63
973	2305	61
974	2307	59
975	2309	56
976	2311	54
977	2314	52
978	2316	49
979	2318	47
980	2320	44
981	2322	42
982	2324	40
983	2326	37
984	2329	35
985	2331	33
986	2334	30
987	2336	28
988	2338	26
989	2340	23
990	2342	21
991	2345	18
992	2348	16
993	2350	14
994	2353	11
995	2355	9
996	2357	7
997	2360	4
998	2362	2
999	2364	0
